This is a log file of a temperture control run being done in Physics 350. It records the temperature, power, the control bandwidth, and settle bandwidth parameters versus time.

11/10/2014
12:58 PM

DDD

Temp	Power	Setpoint	C. band	S. Band	Settle time
45.881	0.048	30.000	4.000	1.000	30.000
45.689	0.047	30.000	4.000	1.000	30.000
45.500	0.046	30.000	4.000	1.000	30.000
45.316	0.045	30.000	4.000	1.000	30.000
45.133	0.045	30.000	4.000	1.000	30.000
44.953	0.044	30.000	4.000	1.000	30.000
44.776	0.043	30.000	4.000	1.000	30.000
44.601	0.043	30.000	4.000	1.000	30.000
44.429	0.042	30.000	4.000	1.000	30.000
44.255	0.042	30.000	4.000	1.000	30.000
44.083	0.042	30.000	4.000	1.000	30.000
43.912	0.042	30.000	4.000	1.000	30.000
43.745	0.041	30.000	4.000	1.000	30.000
43.580	0.040	30.000	4.000	1.000	30.000
43.415	0.040	30.000	4.000	1.000	30.000
43.247	0.041	30.000	4.000	1.000	30.000
43.078	0.041	30.000	4.000	1.000	30.000
42.907	0.042	30.000	4.000	1.000	30.000
42.739	0.041	30.000	4.000	1.000	30.000
42.574	0.040	30.000	4.000	1.000	30.000
42.410	0.040	30.000	4.000	1.000	30.000
42.246	0.040	30.000	4.000	1.000	30.000
42.084	0.039	30.000	4.000	1.000	30.000
41.927	0.039	30.000	4.000	1.000	30.000
41.770	0.038	30.000	4.000	1.000	30.000
41.619	0.037	30.000	4.000	1.000	30.000
41.470	0.036	30.000	4.000	1.000	30.000
41.322	0.036	30.000	4.000	1.000	30.000
41.175	0.036	30.000	4.000	1.000	30.000
41.032	0.035	30.000	4.000	1.000	30.000
40.891	0.035	30.000	4.000	1.000	30.000
40.753	0.034	30.000	4.000	1.000	30.000
40.613	0.034	30.000	4.000	1.000	30.000
40.472	0.034	30.000	4.000	1.000	30.000
40.327	0.035	30.000	4.000	1.000	30.000
40.182	0.035	30.000	4.000	1.000	30.000
40.038	0.035	30.000	4.000	1.000	30.000
39.895	0.035	30.000	4.000	1.000	30.000
39.758	0.034	30.000	4.000	1.000	30.000
39.626	0.032	30.000	4.000	1.000	30.000
39.495	0.032	30.000	4.000	1.000	30.000
39.361	0.032	30.000	4.000	1.000	30.000
39.226	0.033	30.000	4.000	1.000	30.000
39.092	0.033	30.000	4.000	1.000	30.000
38.959	0.033	30.000	4.000	1.000	30.000
38.828	0.032	30.000	4.000	1.000	30.000
38.699	0.032	30.000	4.000	1.000	30.000
38.575	0.031	30.000	4.000	1.000	30.000
38.453	0.030	30.000	4.000	1.000	30.000
38.331	0.030	30.000	4.000	1.000	30.000
38.211	0.029	30.000	4.000	1.000	30.000
38.091	0.029	30.000	4.000	1.000	30.000
37.969	0.030	30.000	4.000	1.000	30.000
37.852	0.029	30.000	4.000	1.000	30.000
37.738	0.028	30.000	4.000	1.000	30.000
37.624	0.028	30.000	4.000	1.000	30.000
37.509	0.028	30.000	4.000	1.000	30.000
37.396	0.028	30.000	4.000	1.000	30.000
37.284	0.027	30.000	4.000	1.000	30.000
37.172	0.028	30.000	4.000	1.000	30.000
37.059	0.028	30.000	4.000	1.000	30.000
36.945	0.028	30.000	4.000	1.000	30.000
36.832	0.028	30.000	4.000	1.000	30.000
36.722	0.027	30.000	4.000	1.000	30.000
36.615	0.026	30.000	4.000	1.000	30.000
36.511	0.026	30.000	4.000	1.000	30.000
36.410	0.025	30.000	4.000	1.000	30.000
36.309	0.025	30.000	4.000	1.000	30.000
36.208	0.025	30.000	4.000	1.000	30.000
36.107	0.025	30.000	4.000	1.000	30.000
36.005	0.025	30.000	4.000	1.000	30.000
35.905	0.025	30.000	4.000	1.000	30.000
35.807	0.024	30.000	4.000	1.000	30.000
35.713	0.023	30.000	4.000	1.000	30.000
35.618	0.023	30.000	4.000	1.000	30.000
35.522	0.023	30.000	4.000	1.000	30.000
35.422	0.024	30.000	4.000	1.000	30.000
35.320	0.024	30.000	4.000	1.000	30.000
35.220	0.025	30.000	4.000	1.000	30.000
35.122	0.024	30.000	4.000	1.000	30.000
35.027	0.023	30.000	4.000	1.000	30.000
34.935	0.023	30.000	4.000	1.000	30.000
34.845	0.022	30.000	4.000	1.000	30.000
34.757	0.021	30.000	4.000	1.000	30.000
34.670	0.021	30.000	4.000	1.000	30.000
34.582	0.021	30.000	4.000	1.000	30.000
34.495	0.021	30.000	4.000	1.000	30.000
34.409	0.021	30.000	4.000	1.000	30.000
34.323	0.021	30.000	4.000	1.000	30.000
34.239	0.021	30.000	4.000	1.000	30.000
34.157	0.020	30.000	4.000	1.000	30.000
34.076	0.020	30.000	4.000	1.000	30.000
33.996	0.019	30.000	4.000	1.000	30.000
33.917	0.019	30.000	4.000	1.000	30.000
33.838	0.019	30.000	4.000	1.000	30.000
33.758	0.019	30.000	4.000	1.000	30.000
33.679	0.019	30.000	4.000	1.000	30.000
33.601	0.019	30.000	4.000	1.000	30.000
33.525	0.019	30.000	4.000	1.000	30.000
33.451	0.018	30.000	4.000	1.000	30.000
33.379	0.018	30.000	4.000	1.000	30.000
33.303	0.018	30.000	4.000	1.000	30.000
33.222	0.019	30.000	4.000	1.000	30.000
33.140	0.020	30.000	4.000	1.000	30.000
33.058	0.020	30.000	4.000	1.000	30.000
32.976	0.020	30.000	4.000	1.000	30.000
32.894	0.020	30.000	4.000	1.000	30.000
32.814	0.019	30.000	4.000	1.000	30.000
32.736	0.019	30.000	4.000	1.000	30.000
32.661	0.019	30.000	4.000	1.000	30.000
32.587	0.018	30.000	4.000	1.000	30.000
32.515	0.018	30.000	4.000	1.000	30.000
32.441	0.018	30.000	4.000	1.000	30.000
32.369	0.018	30.000	4.000	1.000	30.000
32.297	0.017	30.000	4.000	1.000	30.000
32.228	0.017	30.000	4.000	1.000	30.000
32.159	0.017	30.000	4.000	1.000	30.000
32.091	0.016	30.000	4.000	1.000	30.000
32.025	0.016	30.000	4.000	1.000	30.000
31.956	0.018	30.000	4.000	1.000	30.000
31.886	0.025	30.000	4.000	1.000	30.000
31.817	0.034	30.000	4.000	1.000	30.000
31.749	0.044	30.000	4.000	1.000	30.000
31.684	0.052	30.000	4.000	1.000	30.000
31.622	0.060	30.000	4.000	1.000	30.000
31.563	0.067	30.000	4.000	1.000	30.000
31.506	0.075	30.000	4.000	1.000	30.000
31.452	0.082	30.000	4.000	1.000	30.000
31.402	0.088	30.000	4.000	1.000	30.000
31.353	0.093	30.000	4.000	1.000	30.000
31.304	0.100	30.000	4.000	1.000	30.000
31.260	0.105	30.000	4.000	1.000	30.000
31.221	0.109	30.000	4.000	1.000	30.000
31.186	0.112	30.000	4.000	1.000	30.000
31.152	0.115	30.000	4.000	1.000	30.000
31.121	0.117	30.000	4.000	1.000	30.000
31.094	0.119	30.000	4.000	1.000	30.000
31.071	0.119	30.000	4.000	1.000	30.000
31.052	0.119	30.000	4.000	1.000	30.000
31.034	0.119	30.000	4.000	1.000	30.000
31.017	0.119	30.000	4.000	1.000	30.000
31.001	0.118	30.000	4.000	1.000	30.000
30.986	0.118	30.000	4.000	1.000	30.000
30.972	0.117	30.000	4.000	1.000	30.000
30.958	0.117	30.000	4.000	1.000	30.000
30.945	0.116	30.000	4.000	1.000	30.000
30.933	0.115	30.000	4.000	1.000	30.000
30.921	0.114	30.000	4.000	1.000	30.000
30.909	0.114	30.000	4.000	1.000	30.000
30.897	0.113	30.000	4.000	1.000	30.000
30.884	0.112	30.000	4.000	1.000	30.000
30.873	0.111	30.000	4.000	1.000	30.000
30.864	0.110	30.000	4.000	1.000	30.000
30.856	0.108	30.000	4.000	1.000	30.000
30.848	0.106	30.000	4.000	1.000	30.000
30.842	0.105	30.000	4.000	1.000	30.000
30.837	0.102	30.000	4.000	1.000	30.000
30.833	0.099	30.000	4.000	1.000	30.000
30.830	0.097	30.000	4.000	1.000	30.000
30.828	0.094	30.000	4.000	1.000	30.000
30.824	0.092	30.000	4.000	1.000	30.000
30.816	0.091	30.000	4.000	1.000	30.000
30.807	0.090	30.000	4.000	1.000	30.000
30.797	0.089	30.000	4.000	1.000	30.000
30.787	0.089	30.000	4.000	1.000	30.000
30.775	0.088	30.000	4.000	1.000	30.000
30.764	0.088	30.000	4.000	1.000	30.000
30.754	0.087	30.000	4.000	1.000	30.000
30.745	0.087	30.000	4.000	1.000	30.000
30.736	0.085	30.000	4.000	1.000	30.000
30.727	0.085	30.000	4.000	1.000	30.000
30.717	0.084	30.000	4.000	1.000	30.000
30.707	0.084	30.000	4.000	1.000	30.000
30.698	0.083	30.000	4.000	1.000	30.000
30.689	0.082	30.000	4.000	1.000	30.000
30.680	0.082	30.000	4.000	1.000	30.000
30.670	0.082	30.000	4.000	1.000	30.000
30.659	0.082	30.000	4.000	1.000	30.000
30.648	0.082	30.000	4.000	1.000	30.000
30.637	0.082	30.000	4.000	1.000	30.000
30.627	0.082	30.000	4.000	1.000	30.000
30.614	0.083	30.000	4.000	1.000	30.000
30.599	0.084	30.000	4.000	1.000	30.000
30.582	0.086	30.000	4.000	1.000	30.000
30.566	0.088	30.000	4.000	1.000	30.000
30.550	0.090	30.000	4.000	1.000	30.000
30.535	0.091	30.000	4.000	1.000	30.000
30.519	0.092	30.000	4.000	1.000	30.000
30.505	0.094	30.000	4.000	1.000	30.000
